Time,Actual,Predicted
2012-04-06 12:00,337,320.60947
2012-02-16 09:00,202,238.98915
2012-06-30 22:00,172,185.81761
2012-09-06 20:00,406,402.64102
2011-10-17 03:00,2,2.1870728
2012-05-01 10:00,174,178.14041
2011-08-10 14:00,178,178.57344
2012-12-30 04:00,7,3.4770641
2012-12-26 15:00,13,7.638373
2011-08-28 09:00,53,111.70188
2012-07-08 08:00,130,153.28482
2012-05-21 00:00,40,29.601427
2011-10-14 05:00,17,19.381102
2012-08-11 02:00,85,64.234726
2011-01-08 12:00,98,78.31576
2012-11-12 10:00,266,272.1354
2011-12-13 19:00,267,255.52486
2011-01-15 11:00,72,82.79547
2011-10-25 18:00,518,517.1004
2011-12-07 03:00,3,-1.661013
2011-04-03 18:00,172,193.67949
2011-12-25 06:00,1,-6.6788044
2012-06-13 16:00,392,424.11887
2011-01-18 15:00,35,40.338165
2012-10-14 04:00,12,9.304025
2012-03-20 13:00,284,269.5941
2011-02-03 15:00,60,57.95328
2011-01-28 17:00,149,166.00377
2012-08-26 04:00,16,11.92719
2011-09-20 16:00,264,240.61606
2012-02-08 13:00,126,135.08878
2012-04-27 16:00,440,470.14447
2011-12-17 16:00,222,244.67705
2012-04-04 19:00,494,545.9812
2012-03-07 09:00,264,250.14572
2012-08-18 18:00,554,562.70905
2012-01-18 04:00,1,2.956456
2011-05-13 13:00,226,175.56267
2011-06-05 17:00,390,385.22998
2011-11-19 06:00,12,13.223631
2011-05-17 17:00,604,546.4108
2011-08-31 05:00,27,23.642574
2012-10-26 08:00,734,649.0344
2012-11-05 22:00,115,120.68423
2012-06-09 23:00,230,205.70392
2012-12-08 11:00,404,398.74078
2012-07-04 07:00,72,75.21635
2011-08-24 03:00,1,4.931401
2011-12-15 08:00,457,433.0207
2011-08-13 00:00,84,119.13908
2012-10-25 21:00,271,237.93456
2011-03-20 12:00,228,209.13927
2011-08-02 12:00,157,179.28308
2012-08-07 03:00,6,6.475358
2011-01-10 05:00,3,4.6090274
2012-02-13 03:00,1,3.6574175
2012-05-17 10:00,205,197.33119
2012-04-21 01:00,88,97.2135
2011-03-10 13:00,12,16.834955
2012-11-25 09:00,96,135.79253
2011-06-25 22:00,187,191.75325
2012-05-12 13:00,659,657.3857
2011-05-18 19:00,331,274.1264
2012-09-01 13:00,504,518.12305
2012-09-05 17:00,863,851.97174
2012-11-28 16:00,325,314.0677
2011-06-03 17:00,558,564.24866
2011-11-25 19:00,134,213.79832
2012-07-04 19:00,432,470.1511
2011-09-30 22:00,159,150.7997
2011-04-27 04:00,6,2.3563325
2012-03-22 17:00,810,804.68976
2012-11-16 14:00,251,285.83212
2011-12-15 06:00,92,86.635376
2012-11-12 11:00,367,376.10663
2011-10-19 07:00,68,134.26259
2012-11-27 19:00,350,344.92545
2011-08-21 05:00,8,6.8979425
2012-04-06 09:00,376,327.5589
2012-09-08 01:00,117,103.99596
2012-11-26 08:00,638,612.0025
2011-11-26 05:00,3,3.5182931
2011-03-23 16:00,136,124.34358
2012-02-07 09:00,289,268.67462
2012-09-23 16:00,691,662.4285
2012-11-17 09:00,248,247.73882
2012-09-14 11:00,280,306.56628
2012-03-27 22:00,134,131.54056
2011-01-01 00:00,16,28.452478
2012-04-19 05:00,30,29.746931
2011-04-07 02:00,7,2.5257502
2012-02-21 12:00,163,143.73575
2012-03-02 07:00,262,268.8523
2011-12-28 10:00,96,80.04242
2011-04-12 18:00,224,239.78252
2011-12-15 14:00,132,137.27892
2012-11-16 21:00,178,171.81966
2011-12-12 02:00,4,-0.4467293
2011-07-09 06:00,38,25.88147
2011-11-27 11:00,240,285.79736
2012-06-29 23:00,48,62.782127
2011-05-10 13:00,202,193.65144
2012-09-01 07:00,66,56.41207
2011-03-03 11:00,50,62.161633
2012-01-07 19:00,215,210.92632
2012-02-19 23:00,35,46.430225
2011-06-02 16:00,318,301.3785
2012-06-20 05:00,39,36.601204
2012-04-01 09:00,275,210.76349
2011-09-08 19:00,52,70.21309
2012-12-01 22:00,147,143.63467
2011-08-22 05:00,24,16.920374
2012-09-10 23:00,93,112.083176
2011-06-04 06:00,28,26.301847
2012-09-29 21:00,292,271.5345
2012-05-04 08:00,618,633.97266
2011-11-10 13:00,96,54.08202
2012-11-08 18:00,507,539.6981
2012-09-19 00:00,26,45.382977
2011-12-23 07:00,92,128.45277
2012-05-22 08:00,590,605.24786
2011-04-26 17:00,521,501.1376
2012-06-11 08:00,651,637.82935
2011-12-07 11:00,50,22.697126
2011-09-15 06:00,124,111.08271
2012-07-14 22:00,225,240.82425
2012-01-01 19:00,105,102.55055
2011-01-15 02:00,12,16.68088
2012-04-19 21:00,267,266.2447
2012-06-04 20:00,461,437.15018
2011-07-16 12:00,463,430.52814
2012-07-02 06:00,136,156.73402
2011-05-04 14:00,107,142.71826
2011-07-13 10:00,113,113.22987
2012-10-05 08:00,785,726.0909
2012-05-05 09:00,284,296.44144
2012-11-16 23:00,128,124.430984
2011-10-21 11:00,174,180.31471
2011-07-06 23:00,98,113.34612
2011-02-11 13:00,110,88.48992
2011-08-07 10:00,266,251.54489
2011-10-16 15:00,412,415.03952
2012-05-16 08:00,650,673.68243
2012-10-18 18:00,788,796.70087
2012-10-31 16:00,424,425.0001
2012-05-27 18:00,518,482.17715
2012-03-06 22:00,106,100.05675
2012-07-23 18:00,741,773.2037
2011-03-15 10:00,78,64.74309
2012-10-08 14:00,420,389.21893
2012-01-08 00:00,91,86.54643
2012-11-21 12:00,344,283.85068
2011-12-04 09:00,126,151.57578
2012-09-07 10:00,224,257.4444
2011-08-02 20:00,288,286.9736
2012-10-23 23:00,111,126.803734
2012-05-12 17:00,576,587.6539
2012-11-26 07:00,365,365.48187
2012-09-29 04:00,14,20.733625
2011-02-07 00:00,15,10.667671
2012-02-28 04:00,2,2.463083
2011-06-22 15:00,146,152.1509
2012-01-29 07:00,12,23.302788
2012-06-10 08:00,181,174.63315
2011-04-19 00:00,25,22.365217
2011-06-15 23:00,107,107.9699
2011-08-23 13:00,234,289.5442
2012-07-03 10:00,209,187.4143
2012-11-12 04:00,4,1.5408446
2011-10-24 11:00,168,139.27077
2012-07-19 00:00,66,64.98216
2012-03-21 09:00,293,329.88498
2012-05-01 01:00,21,14.629728
2012-05-15 04:00,5,4.170307
2012-07-28 14:00,494,499.6526
2011-12-31 08:00,49,30.757963
2011-01-15 09:00,33,45.605785
2011-01-08 20:00,28,36.085037
2011-02-07 02:00,3,1.0805117
2011-02-28 08:00,255,206.79163
2011-08-18 23:00,114,103.08463
2011-05-23 02:00,5,11.188112
2011-10-01 09:00,129,88.41432
2012-02-27 11:00,103,134.19283
2012-09-30 05:00,10,12.958159
2012-12-17 20:00,200,211.8928
2012-07-09 01:00,18,14.474188
2011-11-10 01:00,11,13.039393
2011-12-16 08:00,459,440.39523
2012-10-13 22:00,189,198.94385
2012-03-07 19:00,361,394.72305
2012-12-03 03:00,8,6.1674614
2011-06-21 19:00,425,385.35422
2011-03-08 05:00,10,8.906918
2012-01-10 23:00,41,66.107285
2011-03-12 19:00,112,117.38396
2011-07-19 11:00,127,121.309715
2012-03-18 17:00,541,505.51843
2012-06-26 09:00,328,337.39047
2012-05-07 13:00,272,255.5287
2012-11-08 04:00,10,11.066105
2011-03-12 02:00,14,21.072792
2012-11-13 09:00,110,129.37448
2011-11-25 01:00,14,7.194404
2011-03-20 20:00,67,56.238747
2012-09-16 09:00,296,275.24332
2011-11-25 14:00,272,220.23741
2012-09-24 08:00,750,735.47015
2012-05-14 15:00,196,221.02472
2012-03-01 09:00,286,322.9834
2012-01-01 00:00,48,74.09484
2012-09-14 00:00,87,83.40706
2011-09-30 03:00,3,11.605324
2011-08-20 16:00,373,389.2606
2011-01-17 05:00,1,5.598621
2011-03-17 20:00,137,132.18063
2012-09-16 14:00,635,640.8766
2011-02-04 15:00,90,100.727234
2012-03-29 14:00,238,251.23526
2012-09-02 09:00,232,205.84215
2012-05-24 12:00,289,275.1116
2012-09-28 16:00,502,545.3001
2012-06-14 17:00,867,813.0105
2012-02-20 13:00,312,247.6353
2012-10-12 06:00,143,122.567474
2011-01-17 22:00,13,7.2347193
2011-12-14 07:00,247,261.27463
2011-07-23 11:00,216,240.46552
2011-12-19 04:00,4,4.448559
2011-04-23 01:00,16,17.686232
2012-12-06 00:00,44,38.54645
2011-10-13 05:00,17,18.358086
2012-06-09 07:00,87,85.19329
2011-11-16 14:00,61,86.532364
2012-08-15 07:00,492,485.02148
2012-04-23 19:00,298,316.65747
2012-07-11 16:00,411,431.49405
2012-10-15 12:00,284,262.86523
2012-11-12 00:00,49,69.44691
2011-09-24 03:00,31,32.094032
2012-06-14 08:00,719,669.55133
2011-08-27 17:00,16,7.477209
2011-10-12 00:00,25,27.43707
2011-03-30 10:00,64,64.552895
2012-03-19 02:00,8,9.695497
2012-10-13 14:00,597,612.2436
2011-03-31 14:00,76,62.401188
2012-07-23 17:00,847,814.6638
2011-06-19 16:00,378,380.5705
2011-07-16 19:00,406,343.4425
2011-10-22 14:00,310,335.1898
2012-01-15 14:00,188,197.31071
2011-09-17 07:00,37,89.697716
2011-11-18 20:00,137,142.62714
2011-10-17 09:00,206,224.43672
2012-09-01 16:00,462,470.46344
2011-05-28 13:00,385,411.1911
2012-02-20 09:00,110,113.732864
2012-05-06 02:00,93,80.01717
2012-09-11 12:00,316,325.09875
2012-04-03 16:00,485,438.7592
2011-10-13 09:00,109,101.54369
2012-04-16 05:00,38,25.084011
2011-02-08 18:00,152,160.1678
2011-05-02 06:00,62,94.31474
2012-04-07 22:00,182,183.35565
2012-08-05 23:00,87,89.79703
2011-09-26 01:00,17,17.623116
2012-11-10 15:00,567,605.2406
2011-12-21 03:00,2,10.482557
2011-07-08 18:00,316,344.55447
2011-03-05 00:00,19,31.38732
2012-02-07 08:00,529,506.9311
2011-08-21 22:00,134,119.93914
2012-02-11 22:00,46,53.871872
2012-08-21 08:00,723,720.3615
2011-06-10 09:00,213,209.62425
2012-11-08 23:00,87,92.54255
2011-08-15 18:00,483,529.69604
2012-05-29 03:00,3,8.605495
2011-04-10 05:00,4,2.266309
2011-08-07 11:00,269,288.18546
2012-05-03 15:00,283,274.21664
2012-12-28 04:00,4,3.9843576
2011-07-31 20:00,275,252.13171
2012-04-11 21:00,165,169.6381
2011-05-22 05:00,6,10.601714
2011-05-10 23:00,81,82.81347
2011-02-15 11:00,57,58.162785
2012-07-08 18:00,253,342.42276
2012-10-28 20:00,55,67.35895
2011-01-12 22:00,33,31.153645
2012-09-23 01:00,142,139.5995
2011-06-02 22:00,155,195.24225
2011-12-04 22:00,64,65.75292
2012-08-28 23:00,109,141.65785
2012-12-11 16:00,358,347.98193
2011-11-16 22:00,46,48.28242
2011-06-07 04:00,5,6.409539
2012-04-08 06:00,28,27.52521
2011-03-04 18:00,187,181.11397
2012-04-22 08:00,51,17.285147
2012-06-16 15:00,583,626.1152
2012-08-09 23:00,156,177.04657
2011-11-20 23:00,28,55.242085
2011-11-27 17:00,204,248.99533
2011-11-24 16:00,114,134.54959
2011-05-22 09:00,189,177.33167
2011-01-01 20:00,36,37.79885
2011-06-11 06:00,40,31.531563
2012-10-09 02:00,7,0.26861507
2012-04-07 05:00,2,7.9775066
2011-12-24 10:00,56,70.56988
2012-06-18 11:00,121,139.9959
2012-11-30 01:00,19,20.6298
2012-07-08 06:00,21,12.876761
2012-02-20 10:00,143,140.69061
2011-12-01 20:00,190,169.28493
2011-03-22 21:00,87,100.529625
2011-07-02 20:00,284,284.27814
2012-09-11 22:00,216,210.11548
2011-06-20 03:00,1,-2.9178476
2012-05-22 10:00,200,162.73453
2012-01-15 12:00,234,216.7359
2012-07-14 13:00,591,559.4159
2012-12-26 09:00,23,37.710785
2011-03-25 21:00,75,72.96395
2011-06-03 00:00,68,67.14062
2012-12-27 11:00,103,112.24285
2011-11-26 09:00,83,140.63885
2012-10-28 14:00,402,405.46667
2012-05-16 14:00,263,284.90704
2012-01-02 10:00,109,126.70414
2012-01-02 05:00,4,10.29182
2012-09-21 13:00,421,390.9464
2012-07-12 11:00,215,232.83871
2011-04-12 12:00,92,125.31049
2012-12-25 02:00,7,6.136779
2011-05-09 18:00,524,509.2241
2012-08-31 07:00,421,378.8052
2012-04-25 13:00,228,260.80243
2011-06-13 08:00,476,443.32446
2012-02-01 16:00,283,298.45514
2012-01-18 06:00,88,88.11555
2012-03-05 20:00,179,161.36432
2011-11-19 14:00,349,334.5885
2012-11-07 18:00,465,489.43762
2012-07-20 14:00,229,194.05031
2012-05-27 14:00,547,526.0965
2011-12-27 20:00,69,81.4965
2012-12-17 12:00,232,223.5604
2012-02-14 04:00,2,3.089029
2012-10-16 02:00,3,13.771933
2012-07-04 05:00,19,17.370565
2011-09-25 09:00,155,165.40508
2011-01-02 11:00,70,88.0109
2011-03-25 10:00,68,62.16269
2012-10-18 08:00,834,710.80786
2012-07-13 22:00,263,262.48352
2011-02-23 19:00,141,132.85391
2012-10-11 06:00,159,160.82722
2012-01-22 21:00,44,61.047226
2012-04-28 17:00,322,356.3585
2012-01-11 14:00,73,48.25415
2012-06-15 10:00,216,247.90424
2012-02-21 13:00,131,154.94438
2011-08-20 08:00,133,125.662544
2011-11-06 19:00,151,126.80647
2011-03-27 06:00,2,10.588903
2011-04-07 14:00,157,145.41531
2011-03-27 11:00,108,122.07756
2011-09-16 16:00,358,348.26965
2012-03-13 05:00,24,25.917274
2011-03-18 05:00,10,12.386043
2011-03-27 09:00,54,70.44425
2012-12-11 11:00,173,169.88966
2012-12-15 05:00,3,12.247323
2011-03-12 06:00,4,7.97377
2011-01-21 02:00,2,1.306153
2011-12-22 02:00,11,6.491901
2012-12-19 17:00,562,577.14526
2011-11-25 06:00,13,30.024965
2012-09-30 19:00,257,256.0693
2011-12-24 17:00,68,86.15413
2011-08-23 10:00,148,139.95769
2011-08-02 10:00,140,142.91707
2011-01-03 18:00,157,172.1066
2011-08-20 06:00,24,21.91398
2012-06-22 06:00,122,134.51411
2012-02-01 23:00,97,90.418594
2012-07-17 11:00,206,210.8693
2012-06-15 07:00,430,423.0159
2011-08-25 19:00,272,300.6407
2012-09-22 04:00,15,15.183276
2012-11-08 00:00,15,35.453503
2012-05-07 23:00,113,85.40084
2011-07-07 03:00,4,5.7553096
2012-03-18 10:00,351,310.28537
2012-03-14 10:00,188,188.6341
2012-04-10 06:00,103,113.01678
2011-03-30 01:00,10,8.2817335
2012-10-21 05:00,10,8.2931385
2012-04-22 07:00,24,20.018713
2011-03-16 23:00,27,41.44937
2012-10-01 13:00,305,316.6195
2011-03-05 21:00,72,60.683678
2012-02-02 08:00,445,424.41965
2012-10-04 02:00,13,9.4407625
2012-08-10 11:00,251,213.72075
2012-10-07 08:00,62,59.214466
2011-10-22 05:00,8,7.5893407
2012-09-28 14:00,399,384.7517
2011-03-21 11:00,79,64.046104
2012-11-06 01:00,8,16.677221
2011-02-17 23:00,44,53.403896
2011-01-03 16:00,76,87.43142
2011-06-22 11:00,145,151.6563
2012-03-06 20:00,187,195.02557
2012-12-13 07:00,385,378.7617
2011-05-14 00:00,102,92.21933
2012-03-15 10:00,164,183.30075
2011-10-29 00:00,19,29.939833
2012-04-22 14:00,53,60.55189
2011-08-12 19:00,385,364.7393
2012-11-01 13:00,248,261.3421
2012-09-22 11:00,626,568.612
2012-08-28 00:00,38,47.19777
2011-09-23 16:00,56,95.14082
2012-01-29 14:00,280,272.45438
2011-04-28 12:00,107,141.2841
2011-01-29 16:00,107,94.326035
2011-08-03 08:00,437,433.55618
2012-08-03 18:00,671,660.29565
2011-03-25 22:00,43,62.922943
2012-08-14 00:00,60,51.207203
2012-12-02 18:00,203,307.36353
2011-06-21 00:00,33,36.258396
2012-12-02 08:00,93,117.866264
2012-09-25 01:00,13,24.016787
2012-01-01 12:00,201,286.54672
2012-03-01 02:00,6,6.377573
2012-02-25 23:00,91,74.69791
2011-10-27 10:00,62,60.4711
2012-06-01 08:00,694,639.8217
2011-09-06 19:00,281,249.55753
2012-07-22 18:00,515,491.33154
2011-05-16 01:00,14,15.60467
2012-03-10 08:00,111,84.02844
2012-03-22 15:00,304,291.66956
2012-07-05 14:00,241,236.4655
2012-08-30 18:00,853,827.9259
2011-07-18 13:00,152,157.0318
2011-06-19 13:00,363,386.64453
2011-04-15 23:00,64,47.64123
2012-05-12 10:00,411,452.98093
2011-09-10 15:00,480,413.77408
2012-04-01 21:00,134,143.33463
2012-09-27 18:00,899,811.5849
2011-07-14 02:00,10,14.197896
2012-04-17 01:00,11,15.291151
2012-03-01 22:00,126,129.58609
2011-09-16 02:00,10,14.591617
2011-10-10 11:00,322,319.20517
2012-10-01 12:00,323,322.33527
2012-04-01 22:00,68,62.237312
2012-01-15 19:00,110,100.309204
2012-10-08 11:00,308,334.51453
2011-06-04 21:00,185,212.88698
2011-01-18 23:00,20,22.114223
2012-05-19 15:00,672,669.13934
2011-07-09 17:00,401,380.12396
2012-01-12 09:00,230,249.8006
2011-09-24 12:00,407,384.7463
2011-03-13 04:00,13,7.2896285
2011-03-11 23:00,37,40.69604
2012-01-12 06:00,89,80.51254
2011-08-19 23:00,106,119.631615
2012-10-05 05:00,41,42.67307
2011-08-16 21:00,215,228.80524
2011-01-08 09:00,20,23.37634
2012-02-15 10:00,120,126.155914
2011-05-05 00:00,27,36.08987
2011-05-18 11:00,23,79.45653
2011-10-02 06:00,15,15.328371
2011-07-27 03:00,4,8.546747
2012-02-11 14:00,243,219.00546
2011-10-14 04:00,8,3.3266845
2012-01-10 02:00,4,4.513629
2012-11-24 10:00,142,174.98889
2011-12-16 16:00,224,232.97868
2011-11-06 03:00,9,19.877779
2012-09-14 21:00,312,309.13303
2012-12-10 05:00,27,28.700768
2011-03-03 00:00,13,11.409959
2012-09-28 06:00,138,140.75127
2011-09-14 11:00,164,153.60677
2012-07-26 00:00,92,64.09588
2011-01-31 19:00,111,117.69589
2011-04-02 21:00,77,74.47834
2012-08-18 08:00,189,214.59842
2011-11-15 07:00,319,313.57684
2012-05-20 15:00,502,526.9638
2012-05-02 23:00,98,95.93116
2012-01-18 20:00,165,164.32826
2012-01-05 09:00,227,229.5996
2011-10-11 00:00,30,25.461422
2011-12-13 17:00,398,407.26962
2012-06-11 22:00,164,178.23079
2011-11-11 18:00,208,202.1035
2011-06-19 09:00,169,164.53305
2011-10-22 17:00,360,357.0461
2011-02-05 19:00,84,72.82216
2012-07-21 02:00,60,58.797104
2011-02-03 13:00,51,59.085552
2011-08-17 02:00,6,8.244494
2011-08-20 14:00,375,382.1363
2012-07-10 19:00,414,504.98795
2012-02-19 10:00,191,167.30592
2011-04-06 19:00,232,245.31302
2011-11-04 20:00,186,153.08409
2011-10-30 13:00,345,340.23154
2012-07-07 23:00,148,147.36388
2011-01-27 19:00,79,97.55453
2011-01-14 13:00,77,71.88992
2012-06-23 07:00,78,69.7342
2011-11-07 01:00,8,8.252067
2012-11-18 22:00,74,82.63451
2011-12-13 13:00,127,148.6685
2012-10-07 09:00,86,119.88966
2011-03-07 12:00,96,82.43532
2011-04-17 23:00,56,64.71486
2011-12-28 16:00,167,147.14462
2012-10-04 07:00,391,458.80017
2011-09-26 07:00,332,305.23538
2011-11-15 18:00,441,413.2911
2012-07-03 03:00,2,9.996795
2012-06-15 19:00,467,539.4152
2011-05-09 15:00,199,186.92899
2012-03-15 12:00,265,257.03796
2011-04-20 00:00,33,25.039822
2011-02-12 17:00,137,123.41749
2012-05-18 05:00,34,33.90186
2012-01-01 10:00,70,136.04921
2012-07-07 22:00,220,208.0843
2011-08-14 03:00,27,35.897247
2012-09-21 18:00,805,752.4994
2011-06-07 15:00,183,169.40591
2011-08-01 13:00,150,148.94731
2012-08-31 09:00,398,364.7638
2012-01-30 15:00,138,141.43388
2011-12-03 11:00,275,254.48471
2012-07-26 15:00,238,236.19864
2012-09-21 04:00,10,14.052382
2012-07-05 11:00,244,229.59222
2011-11-30 19:00,279,237.78893
2012-12-24 08:00,66,250.23798
2011-03-16 19:00,168,149.53734
2011-06-24 23:00,172,166.31209
2012-04-22 03:00,40,36.647648
2012-08-28 01:00,21,20.976536
2011-09-29 18:00,584,570.57227
2011-10-16 02:00,65,64.20889
2011-10-17 18:00,518,525.80164
2011-10-28 14:00,185,192.72714
2011-01-26 09:00,58,72.63244
2011-04-12 21:00,84,98.9339
2012-09-27 09:00,335,376.47867
2012-05-17 19:00,537,567.0139
2012-04-11 18:00,585,520.1904
2012-11-27 11:00,65,40.00057
2012-10-31 14:00,224,242.13713
2011-01-26 17:00,26,66.28066
2011-08-15 02:00,3,3.4067252
2011-07-31 02:00,67,72.78991
2011-07-31 11:00,275,269.2173
2012-01-19 16:00,193,188.08882
2011-05-14 08:00,88,68.82664
2011-09-06 09:00,185,187.73517
2012-07-06 13:00,293,316.3843
2012-02-23 20:00,269,240.95677
2011-05-23 11:00,180,152.1993
2011-07-16 15:00,428,428.31393
2011-09-13 14:00,190,177.85643
2012-05-24 09:00,301,334.02933
2012-10-10 22:00,197,197.35062
2012-06-28 08:00,617,663.40405
2012-07-22 23:00,123,132.06393
2012-12-24 00:00,12,0.19861157
2012-10-23 11:00,253,257.9643
2012-01-01 05:00,5,9.103903
2011-11-10 09:00,211,188.8604
2012-01-29 17:00,234,242.5947
2012-06-15 03:00,5,6.5881
2012-06-04 06:00,139,148.33849
2012-04-01 19:00,346,334.27277
2012-02-04 05:00,4,10.763143
2012-02-04 15:00,305,253.87236
2012-01-06 10:00,116,113.97184
2012-09-22 21:00,261,306.42163
2011-01-25 11:00,61,50.45013
2011-08-07 02:00,66,70.80055
2011-11-08 03:00,3,2.9592109
2011-08-08 06:00,95,96.71516
2012-10-22 07:00,452,432.977
2012-06-12 22:00,207,199.3473
2011-08-05 22:00,188,176.62079
2011-04-19 14:00,107,127.39389
2011-02-14 01:00,7,3.415293
2011-02-28 14:00,25,10.374116
2011-08-03 16:00,150,190.65393
2011-07-11 12:00,148,155.07883
2012-07-04 08:00,153,193.34863
2011-11-28 17:00,468,521.9737
2011-10-03 01:00,6,11.682919
2012-06-07 07:00,526,489.91876
2011-03-18 09:00,210,186.79677
2012-04-11 23:00,61,68.17393
2011-12-22 23:00,11,9.207013
2012-01-05 08:00,388,439.7429
2012-07-25 15:00,317,305.82608
2011-10-28 12:00,213,211.16223
2012-09-09 10:00,495,441.74075
2011-03-21 16:00,141,141.45668
2011-02-06 06:00,1,8.373583
2011-02-08 15:00,51,57.184425
2011-07-14 18:00,578,571.32825
2012-03-13 07:00,308,323.46872
2012-06-09 17:00,495,487.00394
2012-05-23 14:00,248,243.15688
2012-09-02 20:00,104,187.86926
2012-12-13 08:00,679,639.5915
2012-04-22 01:00,73,80.47829
2012-11-03 19:00,239,253.65613
2012-03-12 18:00,712,679.4982
2012-12-27 04:00,3,0.17872319
2011-05-21 14:00,456,455.8224
2011-08-11 02:00,11,10.100109
2012-01-04 19:00,184,184.97401
2012-09-02 11:00,489,488.65805
2011-07-27 06:00,123,122.66551
2011-08-12 12:00,222,231.1559
2011-11-12 15:00,386,398.31726
2011-06-28 15:00,166,159.76991
2011-12-10 02:00,60,45.808323
2011-11-28 09:00,208,200.97186
2012-09-05 23:00,150,159.79329
2012-09-02 10:00,388,382.55795
2012-05-21 18:00,530,663.00616
2011-04-21 12:00,199,168.51695
2011-03-22 14:00,101,115.618095
2012-10-06 16:00,659,663.13776
2012-08-26 17:00,233,267.22583
2012-12-10 22:00,126,139.68616
2011-11-15 09:00,200,211.99762
2012-10-18 04:00,5,8.305362
2011-08-31 06:00,111,115.717125
2011-06-22 10:00,135,128.4793
2012-01-13 05:00,21,21.64003
2012-02-03 18:00,385,375.95648
2012-06-30 15:00,404,429.2289
2011-05-25 10:00,135,132.86287
2012-04-05 04:00,1,8.342817
2011-10-22 00:00,96,81.51953
2011-06-05 08:00,98,94.3972
2012-09-18 23:00,78,74.00804
2011-03-18 08:00,280,301.24646
2011-09-21 08:00,462,421.97574
2012-11-14 07:00,415,396.37808
2011-05-31 11:00,106,117.794685
2012-10-28 22:00,37,40.56543
2012-07-13 11:00,288,275.13724
2012-07-31 16:00,402,414.05475
2011-12-18 15:00,207,208.0309
2012-04-16 21:00,271,267.84592
2011-05-26 10:00,143,131.31473
2011-11-04 11:00,162,160.03613
2011-01-23 19:00,50,41.21726
2011-07-26 20:00,290,297.1868
2011-01-06 17:00,172,169.77356
2012-02-01 00:00,31,26.408785
2012-08-16 12:00,343,307.11093
2012-10-08 16:00,377,370.1059
2012-12-14 18:00,455,476.4403
2012-06-24 15:00,487,476.26773
2011-09-09 00:00,16,24.342688
2012-10-24 04:00,6,13.456077
2011-03-28 08:00,254,236.09932
2011-07-21 15:00,133,125.210266
2011-10-26 20:00,207,213.9522
2012-03-24 01:00,128,116.69945
2012-12-18 18:00,525,555.48926
2012-06-15 00:00,94,77.88438
2011-07-24 20:00,195,213.4867
2011-06-03 19:00,391,380.02322
2011-04-06 14:00,115,133.36151
2011-03-11 07:00,114,116.672226
2011-10-03 20:00,204,158.20944
2011-08-06 21:00,114,117.5721
2012-10-13 19:00,332,355.88654
2012-11-06 23:00,205,103.20673
2012-02-13 20:00,214,183.22832
2011-12-26 20:00,56,48.713123
2012-03-28 06:00,115,115.750145
2011-07-03 15:00,376,361.60788
2012-06-11 02:00,17,8.531957
2012-07-11 13:00,273,277.64246
2011-09-02 17:00,455,535.63544
2011-04-30 07:00,48,32.628384
2011-01-17 16:00,82,73.33231
2011-03-27 04:00,6,7.416477
2011-11-27 05:00,5,6.9276
2012-06-24 01:00,127,127.27305
2011-01-14 15:00,68,76.840965
2011-03-29 09:00,172,155.57031
2011-11-11 17:00,310,264.35483
2011-01-19 06:00,32,31.997818
2012-01-06 14:00,178,195.17432
2012-10-22 19:00,514,529.0732
2011-05-25 21:00,236,230.1125
2012-07-02 20:00,395,447.0636
2011-01-28 11:00,30,25.235851
2011-01-01 15:00,110,100.22595
2012-01-12 07:00,220,207.59186
2011-12-09 03:00,6,8.928266
2011-05-11 23:00,81,75.62365
2011-06-18 14:00,334,358.3941
2011-01-14 09:00,117,117.207634
2011-03-07 04:00,1,-0.4941463
2011-02-25 09:00,114,87.71824
2011-10-02 20:00,87,89.36699
2011-09-28 03:00,3,7.3353295
2012-01-15 22:00,60,57.811237
2011-07-15 23:00,167,167.85384
2011-04-19 19:00,276,241.93744
2011-09-11 00:00,108,116.37451
2012-04-18 22:00,162,142.389
2011-04-03 13:00,367,318.97418
2011-02-01 15:00,52,62.202667
2012-03-06 01:00,6,10.836639
2012-07-02 01:00,17,11.259791
2011-06-14 00:00,31,40.27221
2012-04-28 02:00,57,46.741768
2012-08-20 05:00,37,32.25839
2011-02-19 01:00,31,35.578663
2011-11-19 23:00,93,88.56909
2011-03-25 03:00,2,0.05591961
2012-06-16 10:00,435,461.1767
2011-01-29 20:00,43,45.229538
2011-01-11 17:00,136,131.65984
2011-04-15 04:00,3,6.0027657
2012-01-10 16:00,240,236.4144
2011-02-01 09:00,116,129.14738
2012-11-21 19:00,243,389.8689
2012-10-12 03:00,6,12.76991
2012-08-22 22:00,281,250.19931
2011-11-07 04:00,6,6.3165593
2011-04-07 17:00,343,430.7822
2012-11-11 11:00,504,430.86813
2012-11-19 10:00,139,153.67711
2011-01-04 01:00,2,3.7238116
2012-12-10 17:00,616,595.6123
2011-02-21 21:00,34,23.04525
2012-09-13 04:00,6,11.716256
2012-01-28 03:00,17,20.644718
2012-09-03 18:00,482,514.0638
2011-03-24 14:00,83,81.29197
2012-09-03 00:00,104,96.41547
2012-04-11 13:00,163,214.6179
2012-03-05 17:00,387,371.301
2012-08-22 09:00,376,352.41748
2012-12-03 10:00,136,194.90141
2012-04-23 06:00,45,72.098206
2011-04-01 22:00,74,72.931114
2012-05-28 02:00,48,48.176613
2011-06-28 13:00,189,180.27277
